============    FORTRESS SEED [123394]    =========
Fortress initialized! - <0>
>>> CONFIG FILE: beta_config.yaml <<< -- <0>
15 Unique character trees created -- <0>
[<. b5e] added [<.803b] at [5, 5] -- <30>
[<.7c87] cloned to [<.75fd] at [9, 5] -- <30>
[<.8848] added [<.75fd] at [9, 5] -- <30>
[<.7c87] cloned to [<.7914] at [11, 3] -- <30>
[<.2f7c] added [<.7914] at [11, 3] -- <30>
[<.7c87] cloned to [<.4149] at [9, 6] -- <30>
[<.7990] added [<.4149] at [9, 6] -- <30>
[<.7c87] cloned to [<.97d9] at [11, 3] -- <30>
[<.bcf6] added [<.97d9] at [11, 3] -- <30>
[<.7c87] cloned to [<.2421] at [10, 5] -- <30>
[<.26ac] added [<.2421] at [10, 5] -- <30>
[<.7c87] cloned to [<.b49f] at [11, 6] -- <30>
[<. 339] added [<.b49f] at [11, 6] -- <30>
[<.7c87] cloned to [<.e419] at [11, 5] -- <30>
[<.a5d7] added [<.e419] at [11, 5] -- <30>
[<.7c87] cloned to [<.7e50] at [9, 1] -- <30>
[<.8e15] added [<.7e50] at [9, 1] -- <30>
[<.7c87] cloned to [<.8a7a] at [10, 5] -- <30>
[<.ddc0] added [<.8a7a] at [10, 5] -- <30>
[<.7c87] cloned to [<.5fc0] at [9, 5] -- <30>
[<.fee1] added [<.5fc0] at [9, 5] -- <30>
[<.7c87] cloned to [<.e4cf] at [11, 4] -- <30>
[<.9782] added [<.e4cf] at [11, 4] -- <30>
[<.7c87] cloned to [<.eb41] at [5, 5] -- <30>
[<.61b8] added [<.eb41] at [5, 5] -- <30>
[<.7c87] cloned to [<.d548] at [10, 1] -- <30>
[<.d2c0] added [<.d548] at [10, 1] -- <30>
[<.7c87] cloned to [<.c6b8] at [8, 6] -- <30>
[<.5bfa] added [<.c6b8] at [8, 6] -- <30>
[<.7c87] cloned to [<.68cb] at [7, 1] -- <30>
[<.2de6] added [<.68cb] at [7, 1] -- <30>
[<.5b31] moved to [11, 5] -- <30>
[<.6983] moved to [11, 2] -- <30>
[<.c84d] moved to [9, 4] -- <30>
[<.dcb4] moved to [6, 5] -- <30>
[<.93e4] moved to [10, 1] -- <30>
[<. d36] moved to [8, 6] -- <30>
[<.7ceb] moved to [12, 2] -- <30>
[<.c366] moved to [8, 4] -- <30>
[<.e08c] moved to [5, 3] -- <30>
[<.7562] moved to [8, 2] -- <30>
[<. 454] moved to [11, 4] -- <30>
[<.f5f7] moved to [10, 5] -- <30>
[<.8777] moved to [6, 5] -- <30>
[<.8501] moved to [8, 5] -- <30>
[<.6c9c] moved to [11, 4] -- <30>
[<.f48d] moved to [9, 4] -- <30>
[<.4dbf] moved to [11, 5] -- <30>
[<.51ea] moved to [9, 5] -- <30>
[<.a486] moved to [9, 3] -- <30>
[<.c814] moved to [11, 6] -- <30>
[<.97b1] moved to [10, 4] -- <30>
[<.1acc] moved to [5, 6] -- <30>
[<.ffc7] moved to [12, 5] -- <30>
[<.b32f] moved to [12, 3] -- <30>
[<.9c1e] moved to [10, 3] -- <30>
[<.b697] moved to [8, 3] -- <30>
[<.5e47] moved to [9, 4] -- <30>
[<.8763] moved to [12, 2] -- <30>
[<.f3a7] moved to [8, 1] -- <30>
[<.f58f] moved to [6, 5] -- <30>
[<.64f0] moved to [9, 4] -- <30>
[<.22f8] moved to [11, 3] -- <30>
[<.8b04] moved to [11, 5] -- <30>
[<. 626] moved to [8, 6] -- <30>
[<. 338] moved to [7, 3] -- <30>
[<.183f] moved to [13, 4] -- <30>
[<.41cb] moved to [13, 1] -- <30>
[<.e4cd] moved to [9, 5] -- <30>
[<. d02] moved to [6, 6] -- <30>
[<.bba1] moved to [11, 5] -- <30>
[<.23c4] moved to [10, 2] -- <30>
[<.57bb] moved to [11, 4] -- <30>
[<.8ac7] moved to [9, 4] -- <30>
[<.7775] moved to [8, 5] -- <30>
[<.8a17] moved to [9, 2] -- <30>
[<.e1ec] moved to [11, 6] -- <30>
[<.afe7] moved to [12, 3] -- <30>
[<.5563] moved to [13, 1] -- <30>
[<.aa6e] moved to [10, 3] -- <30>
[<.8fdc] moved to [4, 5] -- <30>
[<.e4eb] moved to [9, 6] -- <30>
[<.6bf9] moved to [11, 4] -- <30>
[<.381e] moved to [8, 6] -- <30>
[<. e20] moved to [11, 6] -- <30>
[<.dd8a] moved to [11, 5] -- <30>
[<.52b0] moved to [12, 6] -- <30>
[<.7c87] cloned to [<.9a31] at [11, 3] -- <31>
[<.9cb6] added [<.9a31] at [11, 3] -- <31>
[<.7c87] cloned to [<.4614] at [12, 4] -- <31>
[<.f9d5] added [<.4614] at [12, 4] -- <31>
[<.7c87] cloned to [<.5708] at [10, 4] -- <31>
[<.ba70] added [<.5708] at [10, 4] -- <31>
[<.7c87] cloned to [<.e7df] at [8, 4] -- <31>
[<.b097] added [<.e7df] at [8, 4] -- <31>
[<.7c87] cloned to [<.d733] at [11, 3] -- <31>
[<.1ea3] added [<.d733] at [11, 3] -- <31>
[<.7c87] cloned to [<. eaf] at [12, 3] -- <31>
[<. 39b] added [<. eaf] at [12, 3] -- <31>
[<.7c87] cloned to [<.d566] at [9, 3] -- <31>
[<.ff4e] added [<.d566] at [9, 3] -- <31>
[<.7c87] cloned to [<.dbee] at [5, 5] -- <31>
[<. b5e] added [<.dbee] at [5, 5] -- <31>
[<.7c87] cloned to [<.6c5b] at [9, 5] -- <31>
[<.8848] added [<.6c5b] at [9, 5] -- <31>
[<.7c87] cloned to [<.e47d] at [11, 3] -- <31>
[<.2f7c] added [<.e47d] at [11, 3] -- <31>
[<.7c87] cloned to [<.8f12] at [7, 6] -- <31>
[<.7990] added [<.8f12] at [7, 6] -- <31>
[<.7c87] cloned to [<.68b3] at [10, 4] -- <31>
[<.bcf6] added [<.68b3] at [10, 4] -- <31>
[<.7c87] cloned to [<.8f38] at [13, 6] -- <31>
[<. 339] added [<.8f38] at [13, 6] -- <31>
[<.7c87] cloned to [<.a1bb] at [12, 6] -- <31>
[<.a5d7] added [<.a1bb] at [12, 6] -- <31>
[<.7c87] cloned to [<.f91b] at [10, 2] -- <31>
[<.8e15] added [<.f91b] at [10, 2] -- <31>
[<.7c87] cloned to [<. 9be] at [9, 6] -- <31>
[<.ddc0] added [<. 9be] at [9, 6] -- <31>
[<.7c87] cloned to [<.ac8c] at [9, 5] -- <31>
[<.fee1] added [<.ac8c] at [9, 5] -- <31>
[<.7c87] cloned to [<.5be4] at [13, 4] -- <31>
[<.9782] added [<.5be4] at [13, 4] -- <31>
[<.7c87] cloned to [<.24d8] at [6, 4] -- <31>
[<.61b8] added [<.24d8] at [6, 4] -- <31>
[<.7c87] cloned to [<.cbf5] at [11, 2] -- <31>
[<.d2c0] added [<.cbf5] at [11, 2] -- <31>
[<.7c87] cloned to [<.1923] at [8, 2] -- <31>
[<.2de6] added [<.1923] at [8, 2] -- <31>
[<.7c87] cloned to [<. 27c] at [11, 6] -- <31>
[<.5b31] added [<. 27c] at [11, 6] -- <31>
[<.7c87] cloned to [<.7d86] at [10, 2] -- <31>
[<.6983] added [<.7d86] at [10, 2] -- <31>
[<.7c87] cloned to [<.15bd] at [9, 5] -- <31>
[<.c84d] added [<.15bd] at [9, 5] -- <31>
[<.7c87] cloned to [<.5b92] at [7, 5] -- <31>
[<.dcb4] added [<.5b92] at [7, 5] -- <31>
[<.7c87] cloned to [<. b96] at [10, 2] -- <31>
[<.93e4] added [<. b96] at [10, 2] -- <31>
[<. d36] moved to [9, 6] -- <31>
[<.7ceb] moved to [12, 3] -- <31>
[<.c366] moved to [8, 5] -- <31>
[<.e08c] moved to [5, 2] -- <31>
[<.60df] moved to [7, 6] -- <31>
[<.7562] moved to [8, 1] -- <31>
[<. 454] moved to [12, 4] -- <31>
[<.a9e3] moved to [12, 5] -- <31>
[<.f5f7] moved to [9, 5] -- <31>
[<.8777] moved to [6, 6] -- <31>
[<.8501] moved to [9, 5] -- <31>
[<.671c] moved to [8, 5] -- <31>
[<.6c9c] moved to [12, 4] -- <31>
[<. 8da] moved to [13, 1] -- <31>
[<.f48d] moved to [9, 5] -- <31>
[<.4dbf] moved to [10, 5] -- <31>
[<.51ea] moved to [8, 5] -- <31>
[<.a486] moved to [8, 3] -- <31>
[<.c814] moved to [11, 5] -- <31>
[<.debe] moved to [13, 1] -- <31>
[<.3668] moved to [12, 3] -- <31>
[<.97b1] moved to [10, 3] -- <31>
[<.1acc] moved to [6, 6] -- <31>
[<.ffc7] moved to [13, 5] -- <31>
[<.b32f] moved to [11, 3] -- <31>
[<.9c1e] moved to [9, 3] -- <31>
[<.b697] moved to [8, 4] -- <31>
[<.5e47] moved to [8, 4] -- <31>
[<.5446] moved to [13, 6] -- <31>
[<.8763] moved to [12, 1] -- <31>
[<.f3a7] moved to [8, 2] -- <31>
[<.f58f] moved to [7, 5] -- <31>
[<.64f0] moved to [10, 4] -- <31>
[<.22f8] moved to [10, 3] -- <31>
[<.8b04] moved to [11, 6] -- <31>
[<. 626] moved to [7, 6] -- <31>
[<. 338] moved to [6, 3] -- <31>
[<.183f] moved to [13, 5] -- <31>
[<.e4cd] moved to [10, 5] -- <31>
[<. d02] moved to [5, 6] -- <31>
[<.bba1] moved to [11, 4] -- <31>
[<.23c4] moved to [11, 2] -- <31>
[<.c30a] moved to [8, 6] -- <31>
[<.57bb] moved to [11, 5] -- <31>
[<.8ac7] moved to [9, 5] -- <31>
[<.7775] moved to [8, 6] -- <31>
[<.8a17] moved to [9, 3] -- <31>
[<.e1ec] moved to [11, 5] -- <31>
[<.afe7] moved to [11, 3] -- <31>
[<.aa6e] moved to [11, 3] -- <31>
[<.8fdc] moved to [3, 5] -- <31>
[<.e4eb] moved to [9, 5] -- <31>
[<.6bf9] moved to [10, 4] -- <31>
[<.381e] moved to [7, 6] -- <31>
[<. e20] moved to [12, 6] -- <31>
[<.dd8a] moved to [12, 5] -- <31>
[<.52b0] moved to [11, 6] -- <31>
[<.5814] moved to [11, 6] -- <31>
[<.c36b] moved to [11, 4] -- <31>
[<.390a] moved to [9, 2] -- <31>
[<.a131] moved to [8, 1] -- <31>
[<.b37c] moved to [9, 6] -- <31>
[<.213f] moved to [11, 2] -- <31>
[<.1591] moved to [12, 2] -- <31>
[<.3da9] moved to [9, 2] -- <31>
[<.79c3] moved to [4, 5] -- <31>
[<.2585] moved to [10, 5] -- <31>
[<.a6c8] moved to [11, 4] -- <31>
[<.e2f9] moved to [12, 3] -- <31>
[<.80e8] moved to [12, 6] -- <31>
[<.ae4b] moved to [12, 5] -- <31>
[<.ad23] moved to [10, 1] -- <31>
[<. cbf] moved to [8, 6] -- <31>
[<.38f9] moved to [7, 4] -- <31>
[<.7c87] cloned to [<.52c8] at [10, 4] -- <32>
[<.9cb6] added [<.52c8] at [10, 4] -- <32>
[<.7c87] cloned to [<.ce84] at [11, 5] -- <32>
[<.f9d5] added [<.ce84] at [11, 5] -- <32>
[<.7c87] cloned to [<. f6d] at [9, 5] -- <32>
[<.ba70] added [<. f6d] at [9, 5] -- <32>
[<.7c87] cloned to [<.842f] at [8, 4] -- <32>
[<.b097] added [<.842f] at [8, 4] -- <32>
[<.7c87] cloned to [<.17cd] at [12, 2] -- <32>
[<.1ea3] added [<.17cd] at [12, 2] -- <32>
[<.7c87] cloned to [<.84e6] at [12, 1] -- <32>
[<. 39b] added [<.84e6] at [12, 1] -- <32>
[<.7c87] cloned to [<.a922] at [10, 2] -- <32>
[<.ff4e] added [<.a922] at [10, 2] -- <32>
[<.7c87] cloned to [<.e825] at [6, 4] -- <32>
[<. b5e] added [<.e825] at [6, 4] -- <32>
[<.7c87] cloned to [<.c926] at [10, 4] -- <32>
[<.8848] added [<.c926] at [10, 4] -- <32>
[<.7c87] cloned to [<.3fc4] at [12, 2] -- <32>
[<.2f7c] added [<.3fc4] at [12, 2] -- <32>
[<.7c87] cloned to [<.4324] at [9, 6] -- <32>
[<.7990] added [<.4324] at [9, 6] -- <32>
[<.7c87] cloned to [<.2df8] at [11, 3] -- <32>
[<.bcf6] added [<.2df8] at [11, 3] -- <32>
[<.7c87] cloned to [<.4189] at [11, 6] -- <32>
[<.26ac] added [<.4189] at [11, 6] -- <32>
[<.7c87] cloned to [<.81cd] at [11, 6] -- <32>
[<. 339] added [<.81cd] at [11, 6] -- <32>
[<.7c87] cloned to [<.6902] at [11, 5] -- <32>
[<.a5d7] added [<.6902] at [11, 5] -- <32>
[<.7c87] cloned to [<.65b7] at [9, 1] -- <32>
[<.8e15] added [<.65b7] at [9, 1] -- <32>
[<.7c87] cloned to [<.cc2c] at [9, 6] -- <32>
[<.ddc0] added [<.cc2c] at [9, 6] -- <32>
[<.7c87] cloned to [<.9566] at [8, 6] -- <32>
[<.fee1] added [<.9566] at [8, 6] -- <32>
[<.7c87] cloned to [<.af5d] at [12, 5] -- <32>
[<.9782] added [<.af5d] at [12, 5] -- <32>
[<.7c87] cloned to [<.16db] at [6, 6] -- <32>
[<.61b8] added [<.16db] at [6, 6] -- <32>
[<.7c87] cloned to [<.b398] at [12, 1] -- <32>
[<.d2c0] added [<.b398] at [12, 1] -- <32>
[<.7c87] cloned to [<.d307] at [10, 6] -- <32>
[<.5bfa] added [<.d307] at [10, 6] -- <32>
[<.7c87] cloned to [<.4b8b] at [9, 1] -- <32>
[<.2de6] added [<.4b8b] at [9, 1] -- <32>
[<.7c87] cloned to [<.222c] at [11, 4] -- <32>
[<.5b31] added [<.222c] at [11, 4] -- <32>
[<.7c87] cloned to [<.d510] at [12, 2] -- <32>
[<.6983] added [<.d510] at [12, 2] -- <32>
[<.7c87] cloned to [<.bb0d] at [10, 4] -- <32>
[<.c84d] added [<.bb0d] at [10, 4] -- <32>
[<.7c87] cloned to [<.586b] at [7, 5] -- <32>
[<.dcb4] added [<.586b] at [7, 5] -- <32>
[<.7c87] cloned to [<.3908] at [13, 3] -- <32>
[<.7ceb] added [<.3908] at [13, 3] -- <32>
[<.7c87] cloned to [<.afb1] at [8, 6] -- <32>
[<.c366] added [<.afb1] at [8, 6] -- <32>
[<.7c87] cloned to [<. 7b6] at [5, 3] -- <32>
[<.e08c] added [<. 7b6] at [5, 3] -- <32>
[<.7c87] cloned to [<.99fe] at [8, 6] -- <32>
[<.60df] added [<.99fe] at [8, 6] -- <32>
[<.7c87] cloned to [<.4fc0] at [9, 1] -- <32>
[<.7562] added [<.4fc0] at [9, 1] -- <32>
[<.7c87] cloned to [<.78fe] at [11, 4] -- <32>
[<. 454] added [<.78fe] at [11, 4] -- <32>
[<.a9e3] moved to [11, 5] -- <32>
[<.f5f7] moved to [8, 5] -- <32>
[<.8777] moved to [6, 5] -- <32>
[<.8501] moved to [10, 5] -- <32>
[<.671c] moved to [7, 5] -- <32>
[<.6c9c] moved to [12, 3] -- <32>
[<.f48d] moved to [10, 5] -- <32>
[<.9532] moved to [12, 6] -- <32>
[<.4dbf] moved to [9, 5] -- <32>
[<.51ea] moved to [8, 6] -- <32>
[<.a486] moved to [7, 3] -- <32>
[<.c814] moved to [11, 6] -- <32>
[<.3668] moved to [12, 4] -- <32>
[<.97b1] moved to [11, 3] -- <32>
[<.1acc] moved to [7, 6] -- <32>
[<.ffc7] moved to [12, 5] -- <32>
[<.b32f] moved to [11, 4] -- <32>
[<.9c1e] moved to [8, 3] -- <32>
[<.b697] moved to [7, 4] -- <32>
[<.5e47] moved to [8, 5] -- <32>
[<.5446] moved to [13, 5] -- <32>
[<.8763] moved to [13, 1] -- <32>
[<.f3a7] moved to [7, 2] -- <32>
[<.f58f] moved to [7, 4] -- <32>
[<.64f0] moved to [11, 4] -- <32>
[<.22f8] moved to [9, 3] -- <32>
[<. 338] moved to [6, 4] -- <32>
[<.183f] moved to [13, 6] -- <32>
[<.e4cd] moved to [9, 5] -- <32>
[<. d02] moved to [5, 5] -- <32>
[<.bba1] moved to [12, 4] -- <32>
[<.23c4] moved to [10, 2] -- <32>
[<.c30a] moved to [8, 5] -- <32>
[<.57bb] moved to [10, 5] -- <32>
[<.8ac7] moved to [8, 5] -- <32>
[<.7775] moved to [9, 6] -- <32>
[<.8a17] moved to [10, 3] -- <32>
[<.e1ec] moved to [10, 5] -- <32>
[<.afe7] moved to [11, 4] -- <32>
[<.5563] moved to [13, 2] -- <32>
[<.aa6e] moved to [11, 2] -- <32>
[<.8fdc] moved to [3, 4] -- <32>
[<.e4eb] moved to [9, 6] -- <32>
[<.6bf9] moved to [9, 4] -- <32>
[<.381e] moved to [7, 5] -- <32>
[<. e20] moved to [11, 6] -- <32>
[<.dd8a] moved to [11, 5] -- <32>
[<.5814] moved to [10, 6] -- <32>
[<.c36b] moved to [12, 4] -- <32>
[<.390a] moved to [9, 3] -- <32>
[<.b37c] moved to [9, 5] -- <32>
[<.213f] moved to [10, 2] -- <32>
[<.1591] moved to [11, 2] -- <32>
[<.3da9] moved to [8, 2] -- <32>
[<.79c3] moved to [4, 4] -- <32>
[<.2585] moved to [11, 5] -- <32>
[<.a6c8] moved to [11, 5] -- <32>
[<.e2f9] moved to [12, 2] -- <32>
[<.80e8] moved to [13, 6] -- <32>
[<.ae4b] moved to [12, 4] -- <32>
[<.ad23] moved to [10, 2] -- <32>
[<. cbf] moved to [7, 6] -- <32>
[<.38f9] moved to [7, 3] -- <32>
[<.63e0] moved to [11, 2] -- <32>
[<.751b] moved to [10, 3] -- <32>
[<.7ed0] moved to [8, 5] -- <32>
[<.de59] moved to [8, 5] -- <32>
[<. 18d] moved to [11, 2] -- <32>
[<.adba] moved to [12, 2] -- <32>
[<.b5c1] moved to [9, 4] -- <32>
[<.803b] moved to [6, 5] -- <32>
[<.75fd] moved to [10, 5] -- <32>
[<.7914] moved to [10, 3] -- <32>
[<.4149] moved to [9, 5] -- <32>
[<.97d9] moved to [11, 4] -- <32>
[<.2421] moved to [11, 5] -- <32>
[<.b49f] moved to [10, 6] -- <32>
[<.e419] moved to [11, 6] -- <32>
[<.7e50] moved to [8, 1] -- <32>
[<.8a7a] moved to [10, 4] -- <32>
[<.5fc0] moved to [10, 5] -- <32>
[<.e4cf] moved to [11, 3] -- <32>
[<.eb41] moved to [5, 4] -- <32>
[<.c6b8] moved to [7, 6] -- <32>
[<.68cb] moved to [7, 2] -- <32>
==== SIMULATION ENDED: Overpopulation ====


